frame,timestamp_sec,track_id,label,score,u,v,bbox_x1,bbox_y1,bbox_x2,bbox_y2,X_m,Y_m,Z_m
121,1762958479.343379,1,blueberry,0.9825,740.00,509.00,695,470,785,548,0.0263,0.2925,0.0079
122,1762958480.956624,1,blueberry,0.9859,740.00,509.00,695,470,785,548,0.0273,0.2922,0.0089
123,1762958482.327882,1,blueberry,0.9875,740.50,509.00,696,470,785,548,0.0263,0.2930,0.0073
124,1762958483.578146,1,blueberry,0.9862,741.00,509.00,696,470,786,548,0.0284,0.2927,0.0084
125,1762958512.979581,1,blueberry,0.9642,849.00,507.50,804,455,894,560,0.0477,0.2352,0.0028
126,1762958514.068524,1,blueberry,0.9615,849.00,510.50,803,463,895,558,0.0481,0.2352,0.0033
127,1762958515.560779,1,blueberry,0.9582,848.50,507.00,802,455,895,559,0.0481,0.2351,0.0041
128,1762958517.133697,1,blueberry,0.9636,849.00,509.50,802,461,896,558,0.0512,0.2352,0.0124
129,1762958518.504958,1,blueberry,0.9606,849.00,510.00,803,463,895,557,0.0503,0.2352,0.0115
135,1762959110.773937,1,blueberry,0.9833,686.00,505.50,647,473,725,538,0.0111,0.2924,0.0084
136,1762959111.822565,1,blueberry,0.9838,686.00,505.50,647,473,725,538,0.0116,0.2924,0.0084
137,1762959113.435839,1,blueberry,0.9834,686.00,505.50,648,473,724,538,0.0116,0.2925,0.0084
138,1762959114.605463,1,blueberry,0.9839,686.00,505.50,648,473,724,538,0.0106,0.2925,0.0095
139,1762959115.855750,1,blueberry,0.9809,686.00,506.00,646,474,726,538,0.0122,0.2922,0.0089
140,1762959144.773732,1,blueberry,0.9512,824.00,504.00,785,455,863,553,0.0386,0.2277,0.0036
142,1762959146.548337,1,blueberry,0.9524,824.00,503.50,785,454,863,553,0.0444,0.2275,0.0048
143,1762959147.919623,1,blueberry,0.9543,822.00,504.50,784,454,860,555,0.0452,0.2271,0.0053
144,1762959149.452236,1,blueberry,0.9552,823.50,505.00,785,456,862,554,0.0448,0.2275,0.0057
150,1762959460.695582,1,blueberry,0.9808,603.00,475.00,562,441,644,509,-0.0094,0.2746,-0.0018
151,1762959461.784554,1,blueberry,0.9793,602.50,474.50,561,440,644,509,-0.0094,0.2748,-0.0023
152,1762959462.994524,1,blueberry,0.9750,600.00,472.50,560,438,640,507,-0.0094,0.2746,-0.0023
153,1762959464.365823,1,blueberry,0.9785,601.50,473.00,560,438,643,508,-0.0099,0.2750,-0.0028
154,1762959465.616125,1,blueberry,0.9773,602.00,472.50,560,438,644,507,-0.0099,0.2746,-0.0023
155,1762959494.937762,1,blueberry,0.9563,960.00,508.50,913,461,1007,556,0.0684,0.2245,0.0064
157,1762959496.793053,1,blueberry,0.9538,959.50,508.00,912,460,1007,556,0.0684,0.2246,0.0064
158,1762959498.083688,1,blueberry,0.9528,959.50,508.00,912,460,1007,556,0.0692,0.2245,0.0077
